CONTRIBUTION_ID,PERIOD_START,PERIOD_END,CONTRIBUTION_DATE,RECIPIENT,AMOUNT,LOBBYIST_ID,LOBBYIST_FIRST_NAME,LOBBYIST_LAST_NAME,CREATED_DATE
3592,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Patrick J. O'Connor,500,13041,MICHAEL,KASPER,2013-07-16T00:00:00
3590,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Joe Moore,250,13041,MICHAEL,KASPER,2013-07-16T00:00:00
3588,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-09T00:00:00,Alderman Will Burns,1000,13041,MICHAEL,KASPER,2013-07-16T00:00:00
3641,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-26T00:00:00,Alderman Will Burns,1000,12181,Terry,Teele,2013-07-18T00:00:00
3771,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-06T00:00:00,Friends of Will Burns,500,10403,Michael,Sutton,2013-07-19T00:00:00
3602,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-15T00:00:00,19th Ward Organization,1000,11127,Thomas,Livingston,2013-07-17T00:00:00
3666,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-17T00:00:00,Friends of Ameya Pawar,500,14307,Jerome,Schain,2013-07-18T00:00:00
3888,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-01-17T00:00:00,Friends of George Cardenas,500,14442,Rolando,Acosta,2013-07-29T00:00:00
3924,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-26T00:00:00,State Senator Toi Hutchinson,250,14464,Bridget,O'Keefe,2013-07-30T00:00:00
3541,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-27T00:00:00,Alderman Fioretti Event,250,12163,Mitchell,Feldman,2013-07-15T00:00:00
3728,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-12T00:00:00,Alderman Michelle Harris,500,14322,COURTNEY,NOTTAGE,2013-07-19T00:00:00
3681,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-18T00:00:00,Citizens for O'Connor,100,13261,Michael,Lufrano,2013-07-19T00:00:00
3862,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-29T00:00:00,Friends of Will Burns,500,11822,Rolando,Acosta,2013-07-26T00:00:00
3561,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-19T00:00:00,Friends of Kwame Raoul,250,12864,Gyata,Kimmons,2013-07-15T00:00:00
3705,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,11th Ward Democratic Party,500,14321,MICHAEL,KASPER,2013-07-19T00:00:00
3702,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-09T00:00:00,Alderman Will Burns,1000,14321,MICHAEL,KASPER,2013-07-19T00:00:00
3767,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-10T00:00:00,Deb Graham,250,13362,John,Dunn,2013-07-19T00:00:00
4025,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-04T00:00:00,Citizens for Cappleman,250,14861,Graham,Grady,2013-08-20T00:00:00
3807,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-15T00:00:00,Friends of Proco Joe Moreno,1500,11090,Michael,Paulos,2013-07-22T00:00:00
3821,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-11T00:00:00,Friends of Michelle Harris,1000,11390,Yafawn,Smith,2013-07-23T00:00:00
3890,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-29T00:00:00,Friends of Will Burns,500,14443,Rolando,Acosta,2013-07-29T00:00:00
3904,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-25T00:00:00,Citizens for Joe Moore,250,14444,Rolando,Acosta,2013-07-29T00:00:00
3914,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-04T00:00:00,Citizens for Munoz,250,14446,John,George,2013-07-29T00:00:00
3918,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-04T00:00:00,Friends of Leslie Hairston,250,14447,John,George,2013-07-29T00:00:00
3916,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-04T00:00:00,Citizens for Munoz,250,14447,John,George,2013-07-29T00:00:00
4303,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-28T00:00:00,4th Ward Alderman Will Burns,250,15382,Mara,Georges,2013-09-30T00:00:00
4339,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-14T00:00:00,citizens for austin,200,15406,William,Filan,2013-10-08T00:00:00
4420,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-20T00:00:00,Friends of Leslie A. Hairston,150,11022,Elizabeth,Lively,2013-10-15T00:00:00
4419,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-18T00:00:00,Citizens for Cappleman,100,11022,Elizabeth,Lively,2013-10-15T00:00:00
4046,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-25T00:00:00,FRIENDS OF MICHELLE HARRIS,250,14942,William,Banks,2013-08-27T00:00:00
4237,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-06T00:00:00,Alderman Mike Zalewski,500,15305,MICHAEL,KASPER,2013-09-24T00:00:00
4236,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Michele Smith,250,15305,MICHAEL,KASPER,2013-09-24T00:00:00
4244,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-27T00:00:00,25th Ward Regular Democratic Organization,500,15305,MICHAEL,KASPER,2013-09-24T00:00:00
4243,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Richard Mell,300,15305,MICHAEL,KASPER,2013-09-24T00:00:00
4264,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,11th Ward Democratic Party,500,15307,David,Dring,2013-09-24T00:00:00
4251,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Jason Ervin,300,15306,COURTNEY,NOTTAGE,2013-09-24T00:00:00
4245,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-12T00:00:00,Alderman Michelle Harris,500,15306,COURTNEY,NOTTAGE,2013-09-24T00:00:00
4267,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-12T00:00:00,Alderman Michelle A. Harris,500,15307,David,Dring,2013-09-24T00:00:00
4288,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-26T00:00:00,State Senator Toi Hutchinson,250,15322,Bridget,O'Keefe,2013-09-25T00:00:00
4367,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-04T00:00:00,Alderman Will Burns,150,15428,Danielle,Cassel,2013-10-11T00:00:00
4366,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-11T00:00:00,Alderman Rod Sawyer,150,15428,Danielle,Cassel,2013-10-11T00:00:00
4105,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-14T00:00:00,CITIZENS FOR JOE MOORE,250,15083,William,Banks,2013-09-05T00:00:00
4145,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-27T00:00:00,25th Ward Regular Democratic Organization,500,15221,MICHAEL,KASPER,2013-09-16T00:00:00
4153,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-09T00:00:00,Alderman Will Burns,1000,15221,MICHAEL,KASPER,2013-09-16T00:00:00
4149,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-07T00:00:00,Alderman Walter Burnett,500,15221,MICHAEL,KASPER,2013-09-16T00:00:00
4180,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-21T00:00:00,Alderman Brendan Reilly,500,15223,David,Dring,2013-09-16T00:00:00
4081,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-08-30T00:00:00,N/a,0,11642,Charlotte,Knight-Marshall,2013-08-30T00:00:00
4402,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-25T00:00:00,25th Ward Regular Democratic Organization (celebrating 17 years of service by Alderman Solis),150,15461,Danielle,Cassel,2013-10-15T00:00:00
4529,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-21T00:00:00,Friends of Proco Joe Moreno,250,15506,Jerome,Schain,2013-10-21T00:00:00
4533,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-17T00:00:00,Citizens for O'Connor,100,15511,Katriina,McGuire,2013-10-21T00:00:00
4534,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-13T00:00:00,Friends of Margaret Laurino,200,13948,Betsy,Sales,2013-10-21T00:00:00
4571,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-26T00:00:00,State Senator Toi Hutchinson,250,15525,Bridget,O'Keefe,2013-10-22T00:00:00
4442,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-01T00:00:00,Walter Burnett,150,15469,Bridget,O'Keefe,2013-10-17T00:00:00
4606,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-19T00:00:00,Citizens for Patrick O'Connor,500,15541,John,George,2013-10-23T00:00:00
4609,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-19T00:00:00,23rd Ward Regular Democratic Organization,500,15542,John,George,2013-10-23T00:00:00
4706,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-16T00:00:00,the Burnham Committee Legal Leaders Breakfast,1500,15967,Mara,Georges,2013-11-25T00:00:00
4765,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-05-09T00:00:00,Alderman Will Burns,1000,16021,MICHAEL,KASPER,2013-12-05T00:00:00
4781,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-21T00:00:00,The New 37th Ward Democratic Organization,125,16022,Graham,Grady,2013-12-05T00:00:00
4466,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-24T00:00:00,John Pope,1000,15483,Marcus,Nunes,2013-10-18T00:00:00
4465,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-04-17T00:00:00,Walter Burnett,250,15483,Marcus,Nunes,2013-10-18T00:00:00
4468,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-03-21T00:00:00,John Arena,250,15483,Marcus,Nunes,2013-10-18T00:00:00
4523,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-19T00:00:00,25th Ward Regular Democratic Organization,500,14444,Rolando,Acosta,2013-10-21T00:00:00
4561,2013-07-01T00:00:00,2013-09-30T00:00:00,2013-09-24T00:00:00,Friends of Nicholas Sposato,250,15522,Michael,Paulos,2013-10-22T00:00:00
4565,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-25T00:00:00,Citizens for Tunney,500,15522,Michael,Paulos,2013-10-22T00:00:00
4682,2013-04-01T00:00:00,2013-06-30T00:00:00,2013-06-03T00:00:00,Citizens for Reboyras,300,15901,Graham,Grady,2013-11-14T00:00:00
4686,2013-01-01T00:00:00,2013-03-31T00:00:00,2013-02-06T00:00:00,Friends of Leslie A. Hairston,150,15901,Graham,Grady,2013-11-14T00:00:00
5289,2013-10-01T00:00:00,2013-12-31T00:00:00,2013-12-05T00:00:00,Friends of Bob Fioretti,500,15465,John,"Kelly, Jr.",2014-01-17T00:00:00
